관리번호,제목,언론사,언론사 구분,사용구분,등록일
31338,"봉오동 전투' 홍범도 장군 부인·아들, 3.1절에 건국훈장 받는다",한국일보,중앙지,Y,2021-02-25
31339,"CU-대구은행, '삼일절 기념' 인스타그램 방탈출 이벤트 오픈",FETV,기타,Y,2021-02-25
31340,"CU-대구은행, 삼일절 기념 인스타그램 방탈출 이벤트 오픈",비지니스코리아,기타,Y,2021-02-25
31341,"CU-대구은행, 삼일절 기념 인스타그램 방탈출 이벤트 오픈",핀포인트뉴스,기타,Y,2021-02-25
31342,"독립기념관, 3.1운동 102주년 기념 특별기획전",불교공뉴스,기타,Y,2021-02-26
31343,독립만세운동 이인정·송재만·한운석 '3월 독립운동가',연합뉴스,기타,Y,2021-02-26
31344,"경북도, 경북독립운동기념관 3.1절 특별 개관…다양한 체험 마련",뉴데일리,기타,Y,2021-02-26
31345,"독립기념관, 4DX·VR·MR 멀티 독립영상관 조성...3월부터 시범운영",뉴스티앤티,기타,Y,2021-02-26
31346,"독립기념관, 제102주년 3.1절 기념식 개최",충청뉴스,기타,Y,2021-02-26
31347,우리가 기억하는 독립운동가,뉴스1,기타,Y,2021-02-26
31348,[포커스] ‘독립운동 특화’ 김포 양곡도서관,파이낸셜뉴스,경제지,Y,2021-02-26
31349,"삼일절, 그날의 함성 속으로…",소년한국일보,기타,Y,2021-02-26
31350,"김해독립운동사 3.1운동 기념공원 ""그 날의 함성과 정신이 우리에게""",내외경제tv,기타,Y,2021-02-26
31351,코로나에도 3.1절 기린다…사이버 만세·기부 마라톤,연합뉴스,기타,Y,2021-02-26
31352,3.1절 행사 2년째 멈춤·축소…야외 체험·공연 줄취소,연합뉴스언론사 선정,기타,Y,2021-02-26
31353,"부산시, 제102주년 3.1절 기념행사 개최",노컷뉴스,기타,Y,2021-02-26
31354,"[정면승부]우원식 ""대통령 평소 서울에...그렇다면 서울시장 선거개입인가""",YTN,방송사,Y,2021-02-26
31355,‘봉오동 전투’ 홍범도 장군 부인-장남에 건국훈장,동아일보,중앙지,Y,2021-02-26
31356,지역 항일정신 서려 있는 기념공원 걸어보세요,경남도민일보,지역종합지,Y,2021-02-26
31357,"부산시, 제102주년 3.1절 기념행사 개최",불교공뉴스,기타,Y,2021-02-26
31358,코로나 장기화로 3.1절 행사 2년째 멈춤·축소,데일리굿뉴스,기타,Y,2021-02-26
31359,"부산시, 제102주년 3.1절 기념행사 개최",시민일보,기타,Y,2021-02-26
31360,"부산시, 시민회관 대극장서 제102주년 삼일절 기념행사 개최",한국정경신문,기타,Y,2021-02-26
31361,"부산시, 제102주년 3.1절 기념행사 개최",시사매거진,기타,Y,2021-02-26
31362,"독립기념관, 제102주년 3.1절 기념식 개최",매일일보,기타,Y,2021-02-27
31363,"독립기념관, '제102주년 3.1절 기념식' 개최...기존 형태 기념식 아닌 자체 실...",뉴스티앤티,기타,Y,2021-02-27
31364,"양평 ""3.1운동 102주년 제2회 2월 포럼"" 성료",일요신문,기타,Y,2021-02-27
31365,당진 만세운동 주역 3인 ‘3월의 독립운동가’ 선정,조선일보,중앙지,Y,2021-02-27
31366,코로나19에 온라인서 되새기는 102주년 3.1운동,이데일리,기타,Y,2021-02-27
31367,"국립이천호국원, 3.1절 기념 '나라사랑 체험 프로그램' 진행",뉴스웍스,기타,Y,2021-02-27
31368,"유통가, 삼일절 맞아 '애국 마케팅'",이투데이,기타,Y,2021-02-27
31369,'독립운동의 성지' 안동출신 독립유공자 2명 추가 … 故 권목용·이필 선생 포...,아시아경제,경제지,Y,2021-02-28
31370,한 대학에서 독립운동가 2300명 찾을 때...국가보훈처는 '1600명',한국일보언론사 선정,기타,Y,2021-02-28
31371,"경상북도독립운동기념관, 전시관 개관하고 체험행사 연다",국민일보,중앙지,Y,2021-02-28
31372,이인정·송재만·한운석 '3월 독립운동가',한국경제,경제지,Y,2021-02-28
31373,"창원시, 독립유공자 유족에게 서한문 발송하고 대형 현수막도 내걸어",부산일보,지역종합지,Y,2021-02-28
31374,[기고] 그날의 정신을 독립운동정신으로 계승하자,영남일보,지역종합지,Y,2021-02-28
31375,[기고]이상정 장군의 독립운동 활동과 명예 선양,매일신문,지역종합지,Y,2021-02-28
31376,딸아 보고 싶다…평범한 일상 꿈꿨던 독립운동가들,굿모닝충청,기타,Y,2021-02-28
31377,"CU-대구은행, 삼일절 기념 인스타그램 방탈출 이벤트 오픈",머니S,기타,Y,2021-02-28
31378,"부산시, 제102주년 '3.1절 기념행사' 개최",환경일보,기타,Y,2021-02-28
31379,독립운동가 가장 많이 배출한 경북에서도 3.1절 기념행사 열려,오마이뉴스,기타,Y,2021-03-01
31380,"독립기념관, 국내 최초 4DX 독립영상관 일반 공개",중부매일,지역종합지,Y,2021-03-01
31381,"독립기념관, 3월의 독립운동가 이인정·송재만·한운석 전시회 개최",동양일보,기타,Y,2021-03-01
31382,"독립기념관, 2021년 3월의 독립운동가 전시회 개최",충청뉴스,기타,Y,2021-03-01
31383,독립운동의 성지 안동 출신 독립운동가 369명 전국 최다,대구일보,지역종합지,Y,2021-03-01
31384,권목용·이필 선생 독립유공자 포상 확정,경북도민일보,기타,Y,2021-03-01
31385,"독립기념관, 코로나 시대 선제적 대응으로 성과 창출",금강일보,기타,Y,2021-03-01
31386,3.1운동의 정신 이어받아 대한민국 대전환 해야,굿모닝충청,기타,Y,2021-03-01
31387,이철우 경북도지사 “숨겨진 독립운동 유적과 독립유공자 찾는데 힘 쏟아”,아주경제,경제지,Y,2021-03-01
31388,"독립기념관, 코로나 시대 선제적 대응으로 성과 창출",충청뉴스,기타,Y,2021-03-01
31389,3.1운동 정신 계승지방분권·균형발전 시대적 과제 실현,중부매일,지역종합지,Y,2021-03-01
31390,"제주, 청소년들도 외친 독립만세, 잊지 말아야",JIBS,기타,Y,2021-03-01
31391,[[김삼웅의 인물열전] 무장독립투사 최운산 장군 평전] 최운산 장군과 힘겨운...,오마이뉴스,기타,Y,2021-03-01
31392,전북 3.1운동 독립유공자 44명 훈포장 전달 못해,전북일보,지역종합지,Y,2021-03-01
31393,[왕태석의 빛으로 쓴 편지] 3.1절 앞 다시 깨어난 독립기념관,한국일보,중앙지,Y,2021-03-01
31394,"102주년 3.1절 맞아 부산경남지역 항일독립운동가 11명 훈장, 대통령 표창 추...",부산일보,지역종합지,Y,2021-03-01
31395,"[기고] 3.1운동, 반만년 역사의 제1대 사건",조선일보,중앙지,Y,2021-03-01
31396,"[경일춘추]독립문, 독립선언, 독립기념관",경남일보,기타,Y,2021-03-01
31397,[트래블투데이] 김해독립운동사 3.1운동 기념공원에 오롯이,트래블투데이,기타,Y,2021-03-01
31398,“국가보훈처 독립운동가 발굴 5년간 2496명 vs 인천대 3년간 2376”,메트로신문,기타,Y,2021-03-01
31399,3.1운동 102주년 기념행사 대구 동구 조양회관서 열려...선착순 50명만 참여,영남일보,지역종합지,Y,2021-03-01
31400,日패전 소식에 거사 준비…목숨 건 정신 잊지 않길,영남일보,지역종합지,Y,2021-03-01
31401,"군산 3.1운동 기념관을 찾아서… ""순국선열과 애국지사 독립정신을 기리다""",천지일보,기타,Y,2021-03-01
31402,[3.1운동 102주년] 조선인의 '자유·평화' 세계에 알린 '푸른 눈의 독립운동가...,천지일보,기타,Y,2021-03-01
31403,"'간직하고 싶은 순간, 잊지 못할 기억' 사진 속 독립운동가를 다시 만나다",금강일보,기타,Y,2021-03-01
31404,광복군의 밑돌 '한국청년전지공작대'를 아십니까,오마이뉴스언론사 선정,기타,Y,2021-03-01
31405,"3.1절, 그날의 함성과 마음을 잊지 않겠습니다",경남일보,기타,Y,2021-03-01
31406,R]만주망명 110주년 기획1. 다시 돌아오리라!,안동MBC,기타,Y,2021-03-01
31407,“중국 내 항일 역사 보존할 법령 시급”,서울신문,중앙지,Y,2021-03-01
31408,포기 몰랐던 ‘공군 건설’의 꿈…잊지 않겠습니다[밀리터리 인사이드],서울신문언론사 선정,기타,Y,2021-03-01
31409,"일본 뒤통수 치며, 한국 은밀히 도운 체코 사람들 [김종성의 '히, 스토리']",오마이뉴스언론사 선정,기타,Y,2021-03-01
31410,"창원시, 제102주년 3.1절 기념 추모제 및 추념식",뉴시스,기타,Y,2021-03-01
31411,“국내에서 가장 오래된 ‘데니 태극기’를 아시나요 ”,TBS,기타,Y,2021-03-01
31412,"경북도, 제102주년 3.1절 기념행사 개최",안동MBC,기타,Y,2021-03-01
31413,3.1절 기념식에 참석한 김석준 부산교육감이 남긴 메시지,일요신문,기타,Y,2021-03-01
31414,"국립이천호국원, 3.1절 계기 나라사랑 체험 프로그램 실시",경기일보,지역종합지,Y,2021-03-01
31415,"허성무 시장, 3.1절 기념식 ""선조들의 뜨거운 외침을 기억하겠습니다""",아시아경제,경제지,Y,2021-03-01
31416,[3.1절 특집] 이야기가 있는 걷기 : 행주나루길,미디어펜,기타,Y,2021-03-01
31417,"의료진 열사 도시락, 독도 소주…편의점 ‘3.1절 마케팅’",국제신문,지역종합지,Y,2021-03-01
31418,"청도학생수련원, 3.1절 앞두고 현충시설 환경정화 활동",경북도민일보,기타,Y,2021-03-01
31419,"3.1절 애국심 잡아라…유통업계, 애국마케팅 열기 줄이어",뉴시안,기타,Y,2021-03-01
31420,대구경북TBC)제102주년 삼일절...대구경북서 행사 다채,TBC대구방송,기타,Y,2021-03-01
31421,3.1 그날의 정신 잊지 않겠습니다 대구경북 102주년 행사,대구신문,기타,Y,2021-03-01
31422,"3.1절, 잠만 자며 보내기 싫다면 …""전시·이벤트 참여해 보세요""",뉴스웍스,기타,Y,2021-03-01
31423,"창원시, 3.1절 기념 애국지사 추모제·추념식 성료",아시아투데이,기타,Y,2021-03-01
31424,"창원시 제102주년 삼일절, 애국지사 추모·추념식 거행",천지일보,기타,Y,2021-03-01
31425,"권영진 대구광역시장, 3.1절 순국선열과 호국영령들을 위해 참배",국제뉴스,기타,Y,2021-03-01
31426,"창원시장, '3.15의거 특별법·독립기념관 건립' 행안부 건의",연합뉴스,기타,Y,2021-03-02
31427,[여기는 안동] 안동출신 독립운동가 전국 최다 369명 외,KBS,방송사,Y,2021-03-02
31428,"독립기념관, 2021년 3월의 독립운동가 전시회 개최",매일일보,기타,Y,2021-03-02
31429,'한번만 가본 사람은 없는' 독립기념관,중부매일,지역종합지,Y,2021-03-02
31430,"임시정부 충칭 5년, 피난처에서도 이어진 삶과 사랑",오마이뉴스,기타,Y,2021-03-02
31431,"창원시, 독립유공자 유족들에게 서한문 발송 및 대형현수막 게첨",부산일보,지역종합지,Y,2021-03-02
31432,[출근길 인터뷰] 서대문형무소 3.1 운동 기념행사 온라인 진행,연합뉴스TV,기타,Y,2021-03-02
31433,"독립기념관, 코로나 시대 선제적 대응 '눈길'",CBC뉴스,기타,Y,2021-03-02
31434,"독립기념관, 국내 최초 4DX·VR·MR 멀티 독립영상관 조성",매일일보,기타,Y,2021-03-02
31435,"안동시, 권목용·이필 선생 독립유공자 포상 ‘확정’",CNB뉴스,기타,Y,2021-03-02
31436,[김태형의 시시각각]  독립운동 성지 대구 & 달성토성,매일신문언론사 선정,기타,Y,2021-03-02
31437,나주 독립운동가 출신 작가 ‘일본어 시’ 발굴,광남일보,기타,Y,2021-03-02
31438,"경북도, 제102주년 3.1절 기념행사 개최",뉴스메이커,기타,Y,2021-03-02
31439,"한국문화정보원 문화포털, 3.1절 기념 역사가 있는 우리 문화 추천",아시아경제,경제지,Y,2021-03-02
31440,그 날의 기억'청주오송도서관 3.1절 특별 인문사진전,불교공뉴스,기타,Y,2021-03-02
31441,"창원시, 제102주년 3.1절 기념 애국지사 추모제 거행",뉴스메이커,기타,Y,2021-03-02
31442,국민주권·지방분권·균형발전 조기실현 위해 힘 모을 것,강원도민일보,지역종합지,Y,2021-03-02
31443,창원시 제102주년 3.1절 기념 애국지사 추모제 개최,경남도민신문,기타,Y,2021-03-02
31444,"충북북부보훈지청, 3월의 독립운동가 이인정 한운석 송재만 선생 알리기 나...",충청투데이,지역종합지,Y,2021-03-03
31445,독립유공자 훈포장 44개 수여했지만…후손 못 찾아 전달 못해,세계일보,중앙지,Y,2021-03-03
31446,허성무 시장 '3.15 특별법' 제정 정부 건의,경남도민일보,지역종합지,Y,2021-03-03
31447,허성무 시장 ‘3.15의거 특별법’ 조속 제정 건의,경남신문,지역종합지,Y,2021-03-03
31448,"김포시, ‘제102주년 3.1절 기념식’ 개최",NSP통신,기타,Y,2021-03-03
31449,"김포시, 제102주년 3.1절 기념식 개최",메트로신문,기타,Y,2021-03-03
31450,류자명 선생 기념사업 탄력 받나,충청리뷰,기타,Y,2021-03-03
31451,"청주시, '그 날의 기억' 청주오송도서관 3.1절 특별 인문사진전",뉴스포인트,기타,Y,2021-03-03
31452,안성시 3.1절 기념행사서 심훈 선생 홍보,충청투데이,지역종합지,Y,2021-03-04
31453,"당진 심훈기념관, 102주년 3.1절기념행사 참여",충남일보,기타,Y,2021-03-04
31454,"당진시, 3.1절 102주년 기념행사에 '심훈' 적극 홍보",동양일보,기타,Y,2021-03-04
31455,"나주출신 작가·독립운동가 이석성 詩, 日 시 전문지에 최초 공개",광주매일신문,지역종합지,Y,2021-03-04
31456,"양곡도서관, 2021 4월 강좌 「역사가 원했던 독립은 」 운영",경인매일,기타,Y,2021-03-04
31457,"김포시, 양곡도서관 「역사가 원했던 독립은 」 운영",뉴스포인트,기타,Y,2021-03-04
31458,"김포시, 양곡도서관 '역사가 원했던 독립은 ' 운영",중도일보,지역종합지,Y,2021-03-04
31459,"청주오송도서관, 3.1절 특별 인문사진전 개최",충청매일,기타,Y,2021-03-04
31460,"[B tv 중부뉴스]독립기념관, 4DX 영상관 등 '새 단장'",SK브로드밴드,기타,Y,2021-03-05
31461,"[단독] 독립운동인명사전 편찬 학자들, 남의 글로 ‘무늬만 집필’했다",한겨레,중앙지,Y,2021-03-05
31462,"독립운동가 김응탁 선생 유족, 유족 연금 일부 장학기금 기탁",브릿지경제,기타,Y,2021-03-05
31463,임정의 놓지못한 꿈 공군 건설… K전투기 ‘기술 독립’ 이끌다,서울신문,중앙지,Y,2021-03-05
31464,독립운동가 김응탁 선생 유족연금 또 장학기금 기탁,위클리오늘,기타,Y,2021-03-05
31465,[하동소식] 독립운동가 김응탁 선생 유족연금 또 장학기금 기탁,쿠키뉴스,기타,Y,2021-03-05
31466,독립운동가 김응탁 선생 유족연금 또 장학기금 기탁,경남데일리,기타,Y,2021-03-05
31467,독립운동가 김응탁 선생 유족연금 또 장학기금 기탁,시사매거진,기타,Y,2021-03-05
31468,"'홀로서기' 끝 광복군, 일본의 항복으로 길을 잃다",오마이뉴스,기타,Y,2021-03-05
31469,[충청브리핑] 대전 등서 ‘백신 접종 사망’ 잇따라…“그래도 맞아야”,뉴데일리,기타,Y,2021-03-05
31470,"하동 독립운동가 김응탁 선생 유족, 유족 연금을 하동군장학기금으로 기탁",부산일보,지역종합지,Y,2021-03-07
